"","Keyword","Clicks","CPC","CTR"
"385","health insurance plans",323.83,30.8271204188482,2.55811518324607
"386","health insurance quote",90.01,44.2287434554974,0.93979057591623
"387","health insurance quotes",451.1,47.8396858638743,2.04502617801047
"388","health insurance temporary",4.71,0.167591623036649,0.0837696335078534
"389","help desk",12989.67,19.2078010471204,1.92670157068063
"390","hertz car rental",3269.06,13.6188481675393,2.66178010471204
"391","hertz rent a car",664.82,41.5431937172775,1.47853403141361
"392","holiday quotes",99.14,14.9833507853403,1.42094240837696
"393","home equity line of credit",17.76,9.64753926701571,0.347643979057592
"394","home equity line of credit rates",0,0,0
"395","home equity loan",292.86,26.4037172774869,2.34397905759162
"396","home equity loan rates",1558.93,10.0811518324607,2.24816753926702
"397","home equity loans",1031.91,33.1347120418848,3.10628272251309
"398","home equity poor credit",1.28,2.93261780104712,0.0324607329842932
"399","home equity rates",12.48,0.480052356020942,0.313612565445026
"400","home line of credit",0,0,0
"401","home loans refinancing",68.88,0.275811518324607,1.36596858638743
"402","home owner insurance",90.48,2.31246073298429,1.22251308900524
"403","home owners insurance",123.85,15.7287434554974,1.10575916230366
"404","home refinance loans",654.48,3.5855497382199,3.07748691099476
"405","home security systems",10077.71,10.7178534031414,2.25602094240838
"406","homeowner insurance",88.05,8.67643979057592,1.05759162303665
"407","homeowner loans",2753.38,57.464502617801,3.67225130890052
"408","homeowners insurance",11881.19,38.6965445026178,1.31570680628272
"409","hope quotes",80.42,0.147120418848168,0.908376963350785
"410","hosting",144933.9,11.3940314136126,2.73246073298429
"411","Hosting",0,0,0
"412","hot quotes",166.73,0.167748691099476,1.20994764397906
"413","house insurance",30613.1,60.8926178010471,3.09738219895288
"414","house quotes",26.39,0.841727748691099,0.249738219895288
"415","household automotive",0,0,0
"416","how to buy stock online",45.51,6.16225130890052,0.480104712041885
"417","how to buy stocks online",34.72,2.18403141361257,0.153926701570681
"418","how to make money",10708.96,8.3182722513089,2.48848167539267
"419","how to register a domain name",163.59,43.938219895288,1.86178010471204
"420","humana insurance",4.62,0.0196335078534031,0.140314136125654
"421","i need money",6684.63,5.29099476439791,2.46753926701571
"422","identity theft",4436.15,13.026335078534,1.55235602094241
"423","Illinois law lemon",0,0,0
"424","imagine credit card",0,0,0
"425","incorporate",1657.03,5.64764397905759,1.80523560209424
"426","index funds",889.13,21.844554973822,2.34869109947644
"427","indiana law lemon",0,0,0
"428","individual health insurance",206.95,7.02722513089005,2.06858638743455
"429","injury lawyer new york",3.58,0.91979057591623,0.103664921465969
"430","instant approval credit card",118.2,8.86879581151832,1.5717277486911
"431","instant credit card",809.44,21.6279581151832,2.36282722513089
"432","insurance",286891.46,22.8975916230367,2.51413612565445
"433","Insurance",0,0,0
"434","insurance car",21741.86,46.5398429319372,2.83560209424084
"435","insurance com",922.48,5.73769633507853,7.9544502617801
"436","insurance companies",9119.82,18.9195287958115,3.15235602094241
"437","insurance companies quotes",0,0,0
"438","insurance estimate",4.76,0.358115183246073,0.131413612565445
"439","insurance leads",97.31,3.78094240837696,0.818848167539267
"440","insurance medical temporary",0,0,0
"441","insurance policies",1609.96,31.4195287958115,2.82198952879581
"442","insurance policy",1078.93,23.1501570680628,1.99424083769633
"443","insurance quote",9754.32,50.997277486911,3.18062827225131
"444","insurance quotes",19077.2,54.6932460732984,3.02303664921466
"445","insurance rate",208.86,6.92570680628272,1.95916230366492
"446","insurance rates",161.74,9.42225130890052,1.36387434554974
"447","interest credit",0,0,0
"448","interest credit cards",477.13,27.3737696335079,3.07120418848168
"449","internet money",883.64,7.28052356020942,2.75183246073298
"450","irs lawyer tax",11.83,0.0140314136125654,0.320418848167539
"451","laser hair removal Manhattan",0,0,0
"452","laser hair removal Maryland",0,0,0
"453","laser hair removal new york",0,0,0
"454","latest",1355.76,8.22005235602094,1.43298429319372
"455","law lemon mass",0,0,0
"456","law lemon michigan",0,0,0
"457","law lemon Ohio",0,0,0
"458","law lemon Wisconsin",0,0,0
"459","Lawyer",88591.25,11.8602094240838,1.36806282722513
"460","lease management software",24.34,0.707329842931937,0.231937172774869
"461","lemon law",41.84,0.0360732984293194,0.891623036649215
"462","lenders",21208.49,23.8524607329843,3.27643979057592
"463","lending",3331.03,23.34,1.7261780104712
"464","Lexington law",3.19,0.417748691099476,0.068586387434555
"465","Lexington law firm",0,0,0
"466","liability insurance",16861.5,64.2596335078534,2.59842931937173
"467","life insurance",87906.37,53.5357068062827,3.18324607329843
"468","life insurance companies",1008.05,29.215445026178,3.18534031413613
"469","life insurance policy",1609.16,29.9295287958115,2.89371727748691
"470","life insurance quote",1485.49,56.9735078534031,3.13979057591623
"471","life insurance quote online",230.29,59.5379057591623,1.55340314136126
"472","life insurance quotes",4658.74,115.76664921466,2.95811518324607
"473","life insurance rates",1822.86,22.0347120418848,3.91047120418848
"474","life quotes",24767.59,10.2428795811518,2.75602094240838
"475","lincoln quotes",0,0,0
"476","line of credit",58.71,0.441413612565445,0.710471204188482
"477","line of credit home equity",0,0,0
"478","link exchange",21.18,0.352251308900524,0.552356020942408
"479","litigation vioxx",0,0,0
"480","loan refinance",206.02,3.63219895287958,1.27277486910995
"481","loans",649907.17,29.1307329842932,2.70418848167539
"482","Loans",0,0,0
"483","Los Angeles drug rehab",0,0,0
"484","los angeles dui lawyer",0,0,0
"485","los angeles lawyer",0,0,0
"486","low cost insurance",286.03,19.201780104712,1.74031413612565
"487","low cost term life insurance",33.51,10.8864921465969,0.417801047120419
"488","low credit cards",121.9,9.43764397905759,1.20890052356021
"489","low interest",133.2,4.93418848167539,1.1303664921466
"490","low interest credit",4.54,2.27099476439791,0.11413612565445
"491","low interest credit card",158.28,6.73989528795811,3.03560209424084
"492","low interest credit cards",243.84,21.9851832460733,2.34764397905759
"493","low interest rate credit cards",62.34,3.94712041884817,1.12513089005236
"494","low mortgage rate",259.64,13.4713612565445,2.07120418848168
"495","low rate credit cards",188.67,16.2029319371728,1.97434554973822
"496","lung cancer",34920.04,12.2193717277487,2.45549738219895
"497","machinery trader",218.09,6.41403141361257,1.72931937172775
"498","make extra money",4425.12,11.8307329842932,2.53612565445026
"499","make money",63556.65,4.09115183246073,2.55706806282723
"500","make money at home",2999.26,5.10424083769634,3.02303664921466
"501","make money from home",5003.11,10.3735602094241,2.3151832460733
"502","making money on the internet",251.79,18.8804712041885,2.09162303664921
"503","making money online",4940.16,4.29764397905759,2.76492146596859
"504","malignant mesothelioma",8.57,0.218743455497382,0.217801047120419
"505","malignant pleural mesothelioma",6.55,10.5969109947644,0.0366492146596859
"506","marketing optimization",10.56,3.47832460732984,0.146596858638743
"507","mastercard credit cards",449.75,7.27146596858639,2.56125654450262
"508","mbna credit",86.48,1.88235602094241,0.892146596858639
"509","MCSA boot camp",0,0,0
"510","medical malpractice attorneys",20.52,0.899528795811518,0.408900523560209
"511","medical malpractice lawyer",249.36,24.3360732984293,1.46858638743456
"512","merchant account",6031.73,21.6626701570681,3.41780104712042
"513","merchant account application",0,0,0
"514","merchant account international",0,0,0
"515","merchant accounts",1791.54,23.416335078534,2.5717277486911
"516","mercury insurance",125.01,20.7956544502618,1.36178010471204
"517","mesothelioma",10336.61,28.8531937172775,2.72303664921466
"518","mesothelioma attorneys",0,0,0
"519","mesothelioma diagnosis",0,0,0
"520","mesothelioma information",2.53,2.53188481675393,0.0774869109947644
"521","mesothelioma lawyers",35.61,6.05801047120419,0.494240837696335
"522","mesothelioma prognosis",102.24,23.1626178010471,1.23350785340314
"523","mesothelioma symptoms",278.82,38.6313089005236,1.79109947643979
"524","mesothelioma texas",0,0,0
"525","mesothilioma",0,0,0
"526","miami personal injury attorney",0,0,0
"527","Miami personal injury lawyer",0,0,0
"528","michigan personal injury",0,0,0
"529","microsoft anti spam",13.46,0.401413612565445,0.202094240837696
"530","miles credit card",157.13,3.23649214659686,1.62670157068063
"531","money at home",713.31,2.92047120418848,2.53350785340314
"532","money fast",3691.66,12.803664921466,2.6303664921466
"533","money lenders",6064.35,10.1124607329843,5.43193717277487
"534","money loans",11503.09,14.6046596858639,4.59162303664921
"535","money magazine",345.07,6.03596858638743,1.82251308900524
"536","money making",6298.25,6.75392670157068,2.1717277486911
"537","money making ideas",3121.56,10.8261780104712,3.36073298429319
"538","money market account",57.28,0.302565445026178,0.353403141361257
"539","money market accounts",0,0,0
"540","money now",4028.86,3.14450261780105,3.28324607329843
"541","money on the internet",137.72,2.73356020942408,1.58010471204188
"542","money to India",2742.43,17.8705235602094,2.87434554973822
"543","Mortgage",123445.02,20.6814659685864,2.4130890052356
"544","mortgage application",1633.01,6.61,3.86230366492147
"545","mortgage companies",954.74,13.7715706806283,2.37696335078534
"546","mortgage insurance",3679.82,25.8850261780105,2.69109947643979
"547","mortgage lenders",5597.02,5.59811518324607,3.30366492146597
"548","mortgage loan",3391.33,11.209057591623,2.78167539267016
"549","mortgage loans",698.94,8.66968586387435,2.53612565445026
"550","mortgage note",0,0,0
"551","mortgage rates refinancing",0,0,0
"552","mortgage refinance",828.6,7.00722513089005,2.7413612565445
"553","mortgage refinance rate",0.98,0.00450261780104712,0.0282722513089005
"554","mortgages",243095.53,11.064502617801,3.11675392670157
"555","motorcycle insurance",14796.9,32.6907853403141,2.70680628272251
"556","my fico score",0,0,0
"557","new saturn sky",0,0,0
"558","new york personal injury lawyer",0,0,0
"559","no annual fee credit cards",50.92,13.2559162303665,0.451832460732984
"560","no credit check",878.53,18.9131413612565,2.27643979057592
"561","non profit debt consolidation",0,0,0
"562","office quotes",7.53,0.0363350785340314,0.168586387434555
"563","oil futures",3417.62,15.4589528795812,2.55392670157068
"564","one credit card",281.13,43.659057591623,1.23403141361257
"565","online approval",2.69,0.0134031413612565,0.0696335078534031
"566","online credit",2394.19,5.15015706806283,6.02774869109948
"567","online credit card",2889.72,41.7528272251309,3.28272251308901
"568","online credit report",880.32,18.5468062827225,3.0151832460733
"569","online currency trading",257.54,6.66350785340314,2.08900523560209
"570","online futures",12.68,0.532565445026178,0.313612565445026
"571","online futures trading",131.18,12.916335078534,1.29109947643979
"572","online home insurance quote",39.08,5.72874345549738,0.549214659685864
"573","online insurance",1761.15,20.7435078534031,3.23455497382199
"574","online insurance quotes",170.93,28.5538743455497,1.56858638743455
"575","online stock purchase",38.62,5.25157068062827,0.742408376963351
"576","online stock purchases",0,0,0
"577","online stock trading",1504.05,21.2705759162304,3.14973821989529
"578","online trading",17585.4,12.2880104712042,3.53507853403141
"579","optimization company",1.6,0.371623036649215,0.0476439790575916
"580","orchard bank credit card",63.59,7.7813612565445,0.450261780104712
"581","orchard credit card",29.57,1.4813612565445,0.40261780104712
"582","Orlando criminal attorney",0,0,0
"583","overture adwords",0,0,0
"584","overture pay per click",0.82,0.0548167539267016,0.0277486910994764
"585","page rank",102.36,15.0081151832461,0.710994764397906
"586","pay per click",2874.19,34.6057068062827,2.93612565445026
"587","pay per click adwords",50.56,24.263612565445,0.935602094240838
"588","pay per click affiliate",59.08,2.70083769633508,0.583246073298429
"589","pay per click optimization",80.62,5.96015706806283,1.12984293193717
"590","payday loans",362961.39,22.6621465968586,5.08272251308901
"591","pengar",0,0,0
"592","people with bad credit",213.92,20.4778534031414,1.5738219895288
"593","peritoneal mesothelioma",0,0,0
"594","personal credit",2634.48,33.9886387434555,3.41570680628272
"595","personal injury",24844.03,24.6377486910995,2.89162303664921
"596","personal injury attorney",211.54,15.5362303664921,1.83246073298429
"597","personal injury attorney colorado",0,0,0
"598","personal injury solicitor",1412.65,106.526282722513,1.78167539267016
"599","personal yahoo",13.88,0.00340314136125654,0.385340314136126
"600","pet insurance",61013.47,59.34,2.75340314136126
"601","platinum credit card",2018.26,27.0826701570681,3.14973821989529
"602","platinum credit cards",76.5,8.11848167539267,0.82303664921466
"603","pleasant holidays",19.6,0.839424083769634,0.317277486910995
"604","pleural mesothelioma",17.4,1.36020942408377,0.33979057591623
"605","Point of sale software",1806.25,15.453664921466,2.5261780104712
"606","poor credit",2291.14,13.2680104712042,2.71047120418848
"607","preapproved",0,0,0
"608","primary pulmonary hypertension",2.22,0.0653926701570681,0.0680628272251309
"609","private health insurance",9650.85,101.245654450262,2.88900523560209
"610","private mortgage insurance",32.73,3.79340314136126,0.465968586387435
"611","project management software",10672.3,20.4437172774869,1.94188481675393
"612","purchase stock on line",0,0,0
"613","purchase stocks online",3.55,0.0503141361256544,0.10261780104712
"614","quote",10742.7,14.3557068062827,1.90890052356021
"615","quote com",15.5,0.00900523560209424,0.18586387434555
"616","quotes",22538.4,8.85879581151833,2.02408376963351
"617","quotes com",4.8,0.0347120418848168,0.130890052356021
"618","re mortgage",1303.71,20.3721989528796,2.88743455497382
"619","real estate leads",302.42,4.50853403141361,2.65759162303665
"620","Recovery",15603.79,11.6221465968586,0.85130890052356
"621","refinance",785.31,3.84052356020942,2.14240837696335
"622","refinance comparison",0,0,0
"623","refinance leads",5.28,0.176073298429319,0.149214659685864
"624","refinance new york",0,0,0
"625","refinance poor credit",3.91,0.160261780104712,0.0979057591623037
"626","refinance rental property",0,0,0
"627","refinance with bad credit",34.95,0.279214659685864,0.527748691099476
"628","refinance with poor credit",0,0,0
"629","refinanced second mortgages",0,0,0
"630","refinancing",331.87,3.66157068062827,1.85602094240838
"631","refinancing mortgage",9.87,0.00691099476439791,0.195811518324607
"632","refinancing my home",0,0,0
"633","refinancing with bad credit",8.92,0.77,0.243979057591623
"634","refinancing with poor credit",0,0,0
"635","register domain",10467.81,72.8420418848168,2.89895287958115
"636","register domain names",1030.18,42.3002617801047,2.5738219895288
"637","Rehab",23546.75,18.7661780104712,2.10314136125654
"638","renters insurance",791.2,18.3586387434555,1.25026178010471
"639","reward credit cards",1041.67,12.9394764397906,2.49633507853403
"640","rewards credit cards",465.37,8.59188481675393,1.66125654450262
"641","rv insurance",112.28,13.5576439790576,1.1151832460733
"642","san diego criminal attorney",0,0,0
"643","san diego dui attorney",0,0,0
"644","san diego dui lawyer",1.28,0.0237696335078534,0.0193717277486911
"645","saturn cars",31.71,0.0392670157068063,0.816230366492147
"646","saturn sky",24.91,0.231361256544503,0.325130890052356
"647","school quotes",85.26,12.1340314136126,0.734031413612565
"648","scott trade",4.41,0.122931937172775,0.0952879581151832
"649","search adwords",0,0,0
"650","search engine adwords",0,0,0
"651","search engine optimization",6140.7,14.6937696335079,1.76492146596859
"652","second mortgages",315.43,2.61895287958115,3.07696335078534
"653","secure credit card",171.19,3.62240837696335,1.57905759162304
"654","secure credit cards",44.58,17.7231413612565,0.599476439790576
"655","secured",7.17,0.0242931937172775,0.0120418848167539
"656","secured credit card",192.59,5.33748691099476,3.29267015706806
"657","secured credit cards",512.78,20.1407853403141,2.39947643979058
"658","secured loans",7515.15,38.2570157068063,3.00314136125654
"659","send money to India",1297.21,22.8550785340314,3.1151832460733
"660","SEO",47903.47,12.6014659685864,2.24921465968586
"661","short term health insurance",34.45,12.7061256544503,0.286387434554974
"662","short term insurance",3968.03,35.8765968586387,3.35549738219895
"663","silver futures",354.36,8.38230366492147,2.18429319371728
"664","sky box",43248.41,4.0848167539267,1.56387434554974
"665","sky cable",8452.59,2.01801047120419,1.78010471204188
"666","sky com",426183.39,0.80303664921466,5.30523560209424
"667","sky digital",5630.4,36.3396858638743,3.67748691099476
"668","sky installation",7285.38,6.77340314136126,3.47015706806283
"669","sky one",795.27,8.53979057591623,2.58272251308901
"670","sky uk",19359.45,9.42387434554974,3.79947643979058
"671","skynews",2430.41,7.96251308900524,1.30523560209424
"672","small business credit card",57.19,6.96460732984293,1.24921465968586
"673","small business credit cards",27.98,1.69130890052356,0.124607329842932
"674","small business health insurance",30.3,7.6286387434555,0.518324607329843
"675","small business insurance",613,55.7938743455497,2.45497382198953
"676","Software",76950.26,8.52523560209424,1.20418848167539
"677","south park quotes",8.53,0.0387434554973822,0.18586387434555
"678","stock images",16842.62,18.0564397905759,2.25549738219895
"679","stock option trading",17.35,10.2168062827225,0.446073298429319
"680","stock quotes",583.86,6.78565445026178,2.10732984293194
"681","stock trading",17220.03,13.5931413612565,2.82931937172775
"682","stock trading software",838.77,31.0489005235602,2.3717277486911
"683","stocks online",988.33,4.76371727748691,2.66910994764398
"684","structured settlement",60.94,2.83623036649215,0.968586387434555
"685","student consolidation loans",20.66,0.178272251308901,0.0994764397905759
"686","student credit",51.27,6.19513089005236,0.763350785340314
"687","student credit card",2226.57,11.8629842931937,2.36701570680628
"688","student credit cards",203.51,5.32853403141361,1.33979057591623
"689","student loan",6653.41,11.5871204188482,2.78272251308901
"690","student loan consolidate",0,0,0
"691","student loan consolidation center",0,0,0
"692","student loan consolidation program",0,0,0
"693","student loan refinance",0,0,0
"694","symptoms of mesothelioma",18.27,13.0129842931937,0.173821989528796
"695","tax attorney",57.94,0.770157068062827,0.943979057591623
"696","term insurance",7608.53,24.7735602094241,3.30157068062827
"697","term life assurance",136.99,6.71465968586387,1.43298429319372
"698","term life insurance",353.82,42.3386387434555,2.57015706806283
"699","term life insurance quotes",184.67,21.1760732984293,1.27277486910995
"700","texas insurance",0,0,0
"701","texas refinance",0,0,0
"702","the hartford insurance",0,0,0
"703","the holiday quotes",0,0,0
"704","Top paying keywords",0,0,0
"705","trade futures",343.41,9.04413612565445,2.69214659685864
"706","trade stock",256.84,5.14900523560209,1.72041884816754
"707","trade stocks",2640.48,11.1823036649215,4.7
"708","Trading",74940.82,2.45272251308901,1.80785340314136
"709","trading commodities",622.21,9.91350785340314,2.61937172774869
"710","trading futures",347.1,9.7017277486911,2.02722513089005
"711","trading stocks",2003.73,16.1007329842932,2.85706806282723
"712","trans union",0,0,0
"713","Transfer",4145.47,12.8214136125654,0.970157068062827
"714","travel credit cards",316.85,9.65811518324607,2.91989528795812
"715","Treatment",34609.74,5.22340314136126,1.29947643979058
"716","truck insurance",4629.27,42.5796335078534,2.78376963350785
"717","UK homeowner loans",53.14,0.0759685863874345,0.769633507853403
"718","united credit card",2.18,0.18151832460733,0.0821989528795811
"719","universal life insurance",71.18,4.75858638743455,1.45392670157068
"720","University Degrees Online",159.47,1.94057591623037,2.03926701570681
"721","usaa credit card",0,0,0
"722","utah mortgage",0,0,0
"723","va refinance",0,0,0
"724","vasectomy reversal",5919.43,17.609109947644,4.15706806282722
"725","vehicle insurance",18758.63,25.3274345549738,3.56649214659686
"726","video conference",14842.79,25.1739267015707,2.55497382198953
"727","video conferencing",8058.24,18.0193193717278,3.14293193717277
"728","vioxx attorney",0,0,0
"729","vioxx class action",0,0,0
"730","vioxx law suit",0,0,0
"731","vioxx lawsuit",0,0,0
"732","visa credit",281.04,27.9630890052356,2.17277486910995
"733","visa credit card",1295.98,13.8089528795812,2.95602094240838
"734","visa credit cards",1322.88,10.3227748691099,2.85235602094241
"735","wan optimization",182.77,2.97204188481675,2.11780104712042
"736","ways to make money",3665.73,10.1002617801047,2.39947643979058
"737","web host",6905.83,40.3147643979058,3.04450261780105
"738","web hosting",27260.25,37.6324083769633,2.76178010471204
"739","webhost",417.4,11.5661780104712,1.7130890052356
"740","webhosting",22162.24,24.6003664921466,3.57696335078534
"741","what is mesothelioma",60.79,8.51319371727749,1.10314136125654
"742","whole life insurance",726.89,44.8366492146597,2.5544502617801
"743","wrongful death",34.45,11.3296858638743,0.643979057591623
"744","yahoo web hosting",130.89,11.2235078534031,1.41937172774869
"745","zero percent credit cards",471.65,15.0832460732984,3.33717277486911
"746","zurich insurance",3223.51,18.3896335078534,2.53979057591623
